HS Code,Item Description,Basic Duty (SCH),IGST,10% SWS,Total duty with SWS of 10% on BCD
0306 99 00,Other,30,5,3,39.65
0307 11 00,"Live, fresh or chilled",30,0,3,33.0
0307 12 00,Frozen,30,5,3,39.65
0307 19 00,Other,30,0/5,3,
0307 21 00,"Live, fresh or chilled",30,0,3,33.0
0307 22 00,Frozen,30,5,3,39.65
0307 29 00,Other,30,0/5,3,
0307 31 00,"Live, fresh or chilled",30,0,3,33.0
0307 32 00,Frozen,15,5,1.5,22.325
0307 39 10,"Clams, clam meat (bivalves-Victorita, spp., Mertrix spp. and Katalysia spp.)",30,0/5,3,
0307 39 90,Other,30,0/5,3,
0307 42 10,Cuttle fish,30,0,3,33.0
0307 42 20,Squid,30,0,3,33.0
0307 43 10,Cuttle fish ,30,5,3,39.65
0307 43 20,Whole squids ,15,5,1.5,22.325
0307 43 30,Squid tubes ,30,5,3,39.65
0307 43 90,Other,30,5,3,39.65
0307 49 10,Cuttle fish ,30,0/5,3,
0307 49 20,Whole squids ,30,0/5,3,
0307 49 30,Squid tubes ,30,0/5,3,
0307 49 40,Dried squids,30,0/5,3,
0307 49 90,Other,30,0/5,3,
0307 51 00,"Live, fresh or chilled",30,0,3,33.0
0307 52 00,Frozen ,30,5,3,39.65
0307 59 00,Other,30,0/5,3,
0307 60 00,"Snails, other than sea snails",30,0/5,3,
0307 71 00,"Live, fresh or chilled",30,0,3,33.0
0307 72 00,Frozen ,30,5,3,39.65
0307 79 00,Other,30,0/5,3,
0307 81 00,"Live, fresh or chilled abalone (Haliotis spp.)",30,0,3,33.0
0307 82 00,"Live, fresh or chilled stromboid conchs (Strombus spp.)",30,0,3,33.0
0307 83 00,Frozen abalone (Haliotis spp.),30,5,3,39.65
0307 84 00,Frozen stromboid conchs (Strombus spp.),30,5,3,39.65
0307 87 00,Other abalone (Haliotis spp.),30,0/5,3,
0307 88 00,Other stromboid conchs (Strombus spp.),30,0/5,3,
0307 91 00,"Live, fresh or chilled",30,0,3,33.0
0307 92 00,Frozen,30,5,3,39.65
0307 99 00,Other,30,0/5,3,
0308 11 00,"Live, fresh or chilled",30,0,3,33.0
0308 12 00,Frozen,30,5,3,39.65
0308 19 00,Other,30,0/5,3,
0308 21 00,"Live, fresh or chilled",30,0,3,33.0
0308 22 00,Frozen,30,5,3,39.65
0308 29 00,Other,30,0/5,3,
0308 30 10,"Live, fresh or chilled",30,0,3,33.0
0308 30 20,"Dried, salted or frozen",30,5,3,39.65
0308 30 90,Other,30,0/5,3,
0308 90 00,Other,30,0/5,3,
0309 10 10,Fresh or chilled,30,0,3,33.0
0309 10 20,Frozen,30,5,3,39.65
0309 10 30,"Salted, in brine, dried or smoked",30,5,3,39.65
0309 10 90,Other,30,5,3,39.65
0309 90 11,Vannamei shrimp (Litopenaeus vannamei),30,0,3,33.0
0309 90 12,Indian white shrimp (Fenneropenaeus indicus),30,0,3,33.0
0309 90 13,Black tiger shrimp (Penaeus monodon),30,0,3,33.0
0309 90 14,Flower shrimp (Penaeus semisulcatus),30,0,3,33.0
0309 90 19,Other,30,0,3,33.0
0309 90 21,Vannamei shrimp (Litopenaeus vannamei),30,5,3,39.65
0309 90 22,Indian white shrimp (Fenneropenaeus indicus),30,5,3,39.65
0309 90 23,Black tiger shrimp (Penaeus monodon),30,5,3,39.65
0309 90 24,Flower shrimp (Penaeus semisulcatus),30,5,3,39.65
0309 90 29,Other,30,5,3,39.65
0309 90 31,Vannamei shrimp (Litopenaeus vannamei),30,5,3,39.65
0309 90 32,Indian white shrimp (Fenneropenaeus indicus),30,5,3,39.65
0309 90 33,Black tiger shrimp (Penaeus monodon),30,5,3,39.65
0309 90 34,Flower shrimp (Penaeus semisulcatus),30,5,3,39.65
0309 90 39,Other,30,5,3,39.65
0309 90 40,"Of crustaceans, other",30,5,3,39.65
0309 90 50,"Of molluscs, fresh or chilled",30,0,3,33.0
0309 90 60,"Of molluscs, frozen",30,5,3,39.65
0309 90 70,"Of molluscs, salted, in brine, dried or smoked",30,5,3,39.65
0309 90 80,"Of molluscs, other",30,5,3,39.65
0309 90 90,Other,30,5,3,39.65
0401 10 00,"Of a fat content, by weight, not exceeding 1%",30,0/5,3,
0401 20 00,"Of a fat content, by weight, exceeding 1% but not exceeding 6%",30,0/5,3,
0401 40 00,"Of a fat content, by weight, exceeding 6% but not exceeding 10%",30,0/5,3,
0401 50 00,"Of a fat content, by weight, exceeding 10%",30,0/5,3,
0402 10 10,Skimmed Milk,60,5,0,68.0
0402 10 20,Milk food for babies,60,5,0,68.0
0402 10 90,Other,60,5,0,68.0
0402 21 00,Not containing added sugar or other sweetening matter,60,5,0,68.0
0402 29 10,Whole milk,30,5,3,39.65
0402 29 20,Milk for babies,30,5,3,39.65
0402 29 90,Other,30,5,3,39.65
0402 91 10,Condensed milk,30,12,3,48.96
0402 91 90,Other,30,5,3,39.65
0402 99 10,Whole milk,30,5,3,39.65
0402 99 20,Condensed milk,30,12,3,48.96
0402 99 90,Other,30,5,3,39.65
0403 20 00,Yogurt,30,5,3,39.65
0403 90 10,Butter milk,30,0/5,3,
0403 90 90,Other,30,5,3,39.65
0404 10 10,"Whey, concentrated, evaporated or condensed, liquid or semi-solid",40,5,0,47.0
0404 10 20,"Whey, dry, blocks and powdered",40,5,4,51.2
0404 10 90,Other,40,5,4,51.2
0404 90 00,Other,40,5,4,51.2
0405 10 00,Butter,40,12,0,56.8
0405 20 00,Dairy spreads,40,12,4,61.28
0405 90 10,Butter oil ,40,12,0,56.8
0405 90 20,Ghee ,40,12,0,56.8
0405 90 90,Other ,40,12,0,56.8
0406 10 10,Mozzarella cheese ,30,12,3,48.96
0406 10 90,Other ,30,12,3,48.96
0406 20 00,"Grated or powdered cheese, of all kinds",30,12,3,48.96
0406 30 00,"Processed cheese, not grated or powdered",30,12,3,48.96
0406 40 00,Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,30,12,3,48.96
0406 90 00,Other cheese,40,12,0,56.8
0407 11 00,Of fowls of the species Gallus domesticus,30,0,3,33.0
0407 19 10,Of ducks,30,0,3,33.0
0407 19 90,Other,30,0,3,33.0
0407 21 00,Of fowls of the species Gallus domesticus,30,0,3,33.0
0407 29 00,Other,30,0,3,33.0
0407 90 00,Other,30,0,3,33.0
0408 11 00,Dried,30,5,3,39.65
0408 19 00,Other,30,5,3,39.65
0408 91 00,Dried,30,5,3,39.65
0408 99 00,Other,30,5,3,39.65
0409 00 00,NATURAL HONEY,60,0/5,6,
0410 10 10,"Fresh, chilled or frozen",30,5,3,39.65
0410 10 20,"Salted, in brine, dried or smoked",30,5,3,39.65
0410 10 90,Other,30,5,3,39.65
0410 90 10,Of wild animals,30,5,3,39.65
0410 90 20,Turtle eggs and Salanganes’ nests (“birds’ nests”),30,5,3,39.65
0410 90 90,Other,30,5,3,39.65
0501 00 10,"Human hair, unworked, whether or not washed or scoured",30,0,3,33.0
0501 00 20,Waste of human hair,30,0,3,33.0
0502 10 10,"Pigs’, hogs’ or boars’ bristles and hair",30,5,3,39.65
0502 10 20,"Waste of pigs’, hogs’ or boars’ bristles and hair",30,5,3,39.65
0502 90 10,Badger hair and other brush making hair,30,5,3,39.65
0502 90 20,Yak tail hair,30,5,3,39.65
0502 90 90,Other,30,5,3,39.65
0504 00 10,Guts of cattle for natural food casings,30,0/5,3,
0504 00 20,Guts of sheep and goats for natural food casings,30,0/5,3,
0504 00 31,Of wild animals,30,0/5,3,
0504 00 39,Other,30,0/5,3,
0504 00 41,Of wild animals,30,0/5,3,
0504 00 49,Other,30,0/5,3,
0504 00 51,Of wild animals,30,0/5,3,
0504 00 59,Other,30,0/5,3,
0504 00 39,"Import policy: Restricted- Import of only procine intestinal mucosa [Guts bladders and stomach of animals (other than fish) whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked] under the HS code 05040039 is ""free"", subject to Sanitary Import Permit from the Department of Animal Husbandry and Dairying as per Notification S.O 2666(E) dated 17.10.2014 under the Livestock Importation Act (Amendment), 2001. -[Policy Condition Inserted by 52-Ntfn/30.12.2020-Only Pigs (Porcine) Casting Material is Free with San Permit, Other with Animal Casing will Need Licence]",,,,
0505 10 10,Of wild birds,30,5,3,39.65
0505 10 90,Other,30,5,3,39.65
0505 90 10,Peacock tail and wing feather (trimmed or not),30,5,3,39.65
0505 90 21,Of wild birds,30,5,3,39.65
0505 90 29,Other,30,5,3,39.65
0505 90 31,Of wild birds,30,5,3,39.65
0505 90 39,Other,30,5,3,39.65
0505 90 91,Of wild birds,30,5,3,39.65
0505 90 99,Other,30,5,3,39.65
0506 10 11,Of wild animals,30,0,3,33.0
0506 10 19,Other,30,0,3,33.0
0506 10 21,Of wild animals,30,0,3,33.0
0506 10 29,Other,30,0,3,33.0
0506 10 31,Of wild animals,30,0,3,33.0
0506 10 39,Other,30,0,3,33.0
0506 10 41,Of wild animals,30,0,3,33.0
0506 10 49,Other,30,0,3,33.0
0506 90 11,Of wild animals,30,0,3,33.0
0506 90 19,Other,30,0,3,33.0
0506 90 91,Of wild animals,30,0,3,33.0
0506 90 99,Other,30,0,3,33.0
0507 10 10,Ivory,30,5,3,39.65
0507 10 20,Ivory powder and waste,30,5,3,39.65
0507 90 10,Hoof meal,30,0,3,33.0
0507 90 20,Horn meal,30,0,3,33.0
0507 90 30,"Hooves, claws, nails and beaks",30,0,3,33.0
0507 90 40,Antlers,30,0,3,33.0
0507 90 50,Buffalo horns,30,5,3,39.65
0507 90 60,Tortoise-shell,30,5,3,39.65
0507 90 70,Claws and waste of tortoise shell,30,5,3,39.65
0507 90 90,Other,30,0,3,33.0
0508 00 10,Coral,0,5,0,5.0
0508 00 20,Chanks,30,5,3,39.65
0508 00 30,Cowries,30,5,3,39.65
0508 00 40,Cuttlefish bones,30,5,3,39.65
0508 00 50,Shells,30,5,3,39.65
0508 00 90,Other,30,5,3,39.65
0510 00 10,"Bezoar, cow (goolochan)",30,5,3,39.65
0510 00 20,Ox Gallstone,30,5,3,39.65
0510 00 30,"Placenta, frozen",30,5,3,39.65
0510 00 91,Of wild animals,30,5,3,39.65
0510 00 99,Other,30,5,3,39.65
0511 10 00,Bovine semen,5,0,0.5,5.5
0511 91 10,Fish nails,30,5,3,39.65
0511 91 20,Fish tails,30,5,3,39.65
0511 91 30,Other fish waste,30,5,3,39.65
0511 91 40,Artemia cysts,5,5,0.5,10.775
0511 91 90,Other,30,5,3,39.65
0511 99 10,Silkworm pupae,30,5,3,39.65
0511 99 21,Of wild life,30,5,3,39.65
0511 99 29,Other,30,5,3,39.65
0511 99 91,"Frozen semen, other than bovine; bovine embryo",30,0,3,33.0
0511 99 92,Of wild life,30,5,3,39.65
0511 99 99,Other,30,5,3,39.65
0511 99 99,"Human Embryo 
(Read with Condition No. 2)
[SNo(16) in Ntfn 50-Customs/2017 dated 30.06.2017;
Valid upto 31st March 2023 by SNo. 1 of Table 2 of 50/30.06.2017] 
Condition No. 2: If the importer furnishes an undertaking to the Deputy Commissioner of Customs or the Assistant Commissioner of Customs, as the case may be; that the human embryo shall not be used for commercial purpose
",,,,
0601 10 00,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",10,0,0,10.0
0601 20 10,"Bulbs, horticultural",10,0,0,10.0
0601 20 21,Plants,10,0,0,10.0
0601 20 22,Roots,10,0,0,10.0
0601 20 90,Other,10,0,0,10.0
0602 10 00,Unrooted cuttings and slips,10,0,0,10.0
0602 20 10,"Edible fruit or nut trees, grafted or not",10,0,0,10.0
0602 20 20,Cactus,10,0,0,10.0
0602 20 90,Other,10,0,0,10.0
0602 30 00,"Rhododendrons and azaleas, grafted or not",10,0,0,10.0
0602 40 00,"Roses, grafted or not",10,0,0,10.0
0602 90 10,Mushroom spawn,10,0,0,10.0
0602 90 20,Flowering plants (excluding roses and rhododendrons),10,0,0,10.0
0602 90 30,Tissue culture plant,10,0,0,10.0
0602 90 90,Other,10,0,0,10.0
0603 11 00,Roses,60,0,6,66.0
0603 12 00,Carnations,60,0,6,66.0
0603 13 00,Orchids,60,0,6,66.0
0603 14 00,Chrysanthemums,60,0,6,66.0
0603 15 00,Lilies (Lilium spp.),60,0,6,66.0
0603 19 00,Other,60,0,6,66.0
0603 90 00,Other,60,0,6,66.0
0604 20 00,Fresh,30,0,3,33.0
0604 90 00,Other,30,0,3,33.0
0701 10 00,Seed,30,0,3,33.0
0701 90 00,Other,30,0,3,33.0
0702 00 00,"TOMATOES, FRESH OR CHILLED",30,0,3,33.0
0703 10 11,Rose Onion,30,0,3,0.0
0703 10 19,Other,30,0,3,0.0
0703 10 20,Shallots,30,0,3,0.0
0703 20 00,Garlic ,100,0,0,100.0
0703 90 00,Leeks and other alliaceous vegetables,30,0,3,33.0
0704 10 00,Cauliflowers and broccoli,30,0,3,33.0
0704 20 00,Brussels sprouts,30,0,3,33.0
0704 90 00,Other,30,0,3,33.0
0705 11 00,Cabbage lettuce (head lettuce),30,0,3,33.0
0705 19 00,Other,30,0,3,33.0
0705 21 00,Witloof chicory (Cichorium intybus var. foliosum),30,0,3,33.0
0705 29 00,Other,30,0,3,33.0
0706 10 00,Carrots and turnips,30,0,3,33.0
0706 90 10,Horse radish,30,0,3,33.0
0706 90 20,Other Radish,30,0,3,33.0
0706 90 30,Salad beetroot,30,0,3,33.0
0706 90 90,Other,30,0,3,33.0
0707 00 00,"CUCUMBERS OR GHERKINS, FRESH OR CHILLED",30,0,3,33.0
0708 10 00,Peas (Pisum sativum),30,0,3,33.0
0708 20 00,"Beans (Vigna spp., Phaseolus spp.)",30,0,3,33.0
0708 90 00,Other leguminous vegetables,30,0,3,33.0
0709 20 00,Asparagus,30,0,3,33.0
0709 30 00,Aubergines (egg-plants),30,0,3,33.0
0709 40 00,Celery other than celeraic,30,0,3,33.0
0709 51 00,Mushrooms of the genus agaricus,30,0,3,33.0
0709 52 00,Mushrooms of the genus Boletus,30,0,3,33.0
0709 53 00,Mushrooms of the genus Cantharellus,30,0,3,33.0
0709 54 00,Shiitake (Lentinus edodes),30,0,3,33.0
0709 55 00,"Matsutake (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum)",30,0,3,33.0
0709 56 00,Truffles (Tuber spp.),30,0,3,33.0
0709 59 00,Other,30,0,3,33.0
0709 60 10,Green chilly,30,0,3,33.0
0709 60 90,Other,30,0,3,33.0
0709 70 00,"Spinach, New Zealand spinach and orache spinach (garden spinach)",30,0,3,33.0
0709 91 00,Globe artichokes,30,0,3,33.0
0709 92 00,Olives,30,0,3,33.0
0709 93 10,Pumpkins,30,0,3,33.0
0709 93 20,Squash,30,0,3,33.0
0709 93 30,Bitter gourd,30,0,3,33.0
0709 93 40,Bottle gourd,30,0,3,33.0
0709 93 50,Snake gourd,30,0,3,33.0
0709 93 60,Coccinia (Kundru),30,0,3,33.0
0709 93 90,Other,30,0,3,33.0
0709 99 10,Green Pepper,30,0,3,33.0
0709 99 30,Okra/lady finger (Bhindi),30,0,3,33.0
0709 99 90,Other,30,0,3,33.0
0710 10 00,Potatoes,30,0,3,33.0
0710 21 00,Peas (Pisum sativum),30,0,3,33.0
0710 22 00,"Beans (Vigna spp., Phaseolus spp.)",30,0,3,33.0
0710 29 00,Other,30,0,3,33.0
0710 30 00,"Spinach, New Zealand spinach and orache spinach (garden spinach)",30,0,3,33.0
0710 40 00,Sweet corn,30,0,3,33.0
0710 80 10,Terragon,30,0,3,33.0
0710 80 90,Other,30,0,3,33.0
0710 90 00,Mixtures of vegetables,30,0,3,33.0
0711 20 00,Olives,30,0,3,33.0
0711 40 00,Cucumbers and gherkins,30,0,3,33.0
0711 51 00,Mushrooms of the gensus agaricus,30,0,3,33.0
0711 59 00,Other,30,0,3,33.0
0711 90 10,Green pepper in brine,30,0,3,33.0
0711 90 20,Assorted canned vegetables,30,0,3,33.0
0711 90 90,Other,30,0,3,33.0
0712 20 00,Onions,30,0,3,33.0
0712 31 00,Mushrooms of the genus lgaricus,30,0,3,33.0
0712 32 00,Wood ears (Auricularia spp.),30,0,3,33.0
0712 33 00,Jelly fungi (Tremella spp.),30,0,3,33.0
0712 34 00,Shiitake (Lentinus edodes),30,0,3,33.0
0712 39 00,Other,30,0,3,33.0
0712 90 10,Asparagus,30,0,3,33.0
0712 90 20,Dehydrated garlic powder,30,0,3,33.0
0712 90 30,Dehydrated garlic flakes,30,0,3,33.0
0712 90 40,Dried garlic,30,0,3,33.0
0712 90 50,"Marjoram, Oregano",30,0,3,33.0
0712 90 60,Potatoes,30,0,3,33.0
0712 90 90,Other,30,0,3,33.0
0713 10 10,Yellow peas,50,0/5,0,
0713 10 20,Green peas,50,0/5,0,
0713 10 90,Other,50,0/5,0,
0713 20 10,Kabuli chana,70,0/5,1,
0713 20 20,Bengal gram (desi chana),70,0/5,1,
0713 20 90,Other,70,0/5,1,
0713 31 10,Beans of the species Vigna mungo (L.) Hepper,30,0/5,0,
0713 31 90,Beans of the species Vigna radiata (L.) Wilczek,30,0/5,0,
0713 32 00,Small red (Adzuki) beans (Phaseolus or Vigna angularis),30,0/5,0,
0713 33 00,"Kidney beans, including white pea beans (Phaseolus vulgaris)",30,0/5,0,
0713 34 00,Bambara beans (Vigna subterranea or Voandzeia subterranea),30,0/5,0,
0713 35 00,Cow peas (Vigna unguiculata),30,0/5,0,
0713 39 10,Guar seeds,30,0/5,0,
0713 39 90,Other,30,0/5,0,
0713 40 00,Lentils,50,0/5,0,
0713 50 00,"Broad beans (Vicia faba var major) and horse beans (Vicia faba var equina, Vicia faba var minor)",30,0/5,0,
0713 60 00,Pigeon peas (Cajanus cajan),30,0/5,0/1,
0713 90 10,Split,30,0/5,0,
0713 90 90,Other,30,0/5,0,
0713 20 10,"Kabuli Chana
[SNo(21A) in Ntfn 50-Customs/2017 dated 30.06.2017]                     [02/01.02.2021 - Duty reduced to 10% from 40%]
",,,,
0713 20 20,"Bengal Gram (desichana)
[SNo(21B) in Ntfn 50-Customs/2017 dated 30.06.2017]                    [02/01.02.2021 - Duty reduced to 10% from 60%]
",,,,
0713 20 90,"Chickpeas (garbanzos)
[SNo(21C) in Ntfn 50-Customs/2017 dated 30.06.2017]
[02/01.02.2021 - Duty reduced to 10% from 60%]",,,,
0713 20 90,Effective Duty on US: Exemption by SNo. 21C (Chickpeas) of Ntfn 50/30.06.2017 is not applicable on Imports from US. Schedule Rate of duty is applicable,,,,
0713 40 00,"Lentils (Mosur)
[SNo(21D) in Ntfn 50-Customs/2017 dated 30.06.2017]
38/26.07.2021- Duty reduced to Nil from 10%]
[02/01.02.2021 –Duty reduced to 10% from 30%]
[38/26.07.2021—Duty reduced to Nil from 10%]

",,,,
0713 40 00,"**Lentils (Mosur) originating in or exported from United State of America 
[44/17.09.2021—Duty raised to 20% from 10%]
[38/26.07.2021—Duty reduced to 10 % from 30%]
[SNo(21F) in Ntfn 50/30.06.2017; Inserted by 26/02.06.2020]
[39/28.10.2020 – Clause (e)(ii) amended - Masoor Dal Duty Exemption Extended by Two Months to 31 Dec 2020]
[34/17.09.2020 – SNos. 21E and 21F amended - Masoor Dal Duty Cut by 20% to Augment Supply - Measure Valid only 44 days till New Crops Arrives in Market, Exemption Valid for the period 18 Sept 2020 to 31 Oct 2020]
",,,,
0713 60 00,"Tur Whole
[SNo(20B) in Ntfn 50-Customs/2017 dated 30.06.2017] ",,,,
0713 20 10,"All goods 
[SNo. 02 of 11/01.02.2021]",,,,
0713 20 20,"All goods 
[SNo. 03 of 11/01.02.2021]",,,,
0713 20 90,"Chick Peas (Garbanzos) 
[SNo. 04 of 11/01.02.2021]",,,,
0713 40 00,"Lentil (Mosur) 
[SNo. 05 of 11/01.02.2021]
[38/26.07.2021 - Duty reduced to 10% from 20%]
",,,,
0713 40 00,"Lentil (Mosur)
[Sno. 04 of 49/13.10.2021]
Exemption valid till 31.03.2024
",,,,
0713 60 00,Tur/Pigeon peas (Cajanus cajan),,,,
0713 31 90,Moong [Beans of the SPP Vigna Radiata (L.) Wilczek],,,,
0713 10 00,"Peas (Pisumsativum) – Restricted for the period from 01st January 2019 to 31st March 2019 and subject to Policy Condition 4 of this Chapter. 
Policy Condition 4: During the period from 01st April to 30th September June, 2018 total quantity of one lakh MT of yellow peas minus the quantity already imported from 01.04.2018 till date will be allowed against license as per procedure to be notified by DGFT.",,,,
0713 31 00,"Pigeon Peas (Cajanus cajan)/Toor Dal – Restricted – Subject to Policy Condition 2 of this Chapter
Policy Condition 2: Import shall be subject to an annual (fiscal year) quota of 2 lakh MT as per procedure to be notified. This restriction will not apply to Government’s import commitments under any bilateral/regional Agreement/MoU.
[Tur Dal Import Restricted Subject to Annual Quota of 2 lakh MT – Importers Left in the Lurch as Pending Shipments (Other than LC) Face Clampdown –19-Ntfn/05.08.2017 (DINDEX Code 7920)]
",,,,
0713 60 00,Other:,,,,
0713 90 10,Other - Free except Pigeon Peas (Cajanus cajan) / Toor Dal and Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek which are Restricted.– Import of Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek is subject to Policy Condition No.3.,,,,
0713 90 90,"Policy Condition 3: Import of Urad and Moong under all the above three HS codes (HS Codes Covering 0713 31 00, 0713 90 10 and 0713 90 90) shall be subject to an annual (fiscal year) quota of 3 lakh MT (1.5 lakh MT each) as per procedure to be notified. This restriction will not apply to Government’s import commitments under any bilateral/regional Agreement/MOU.",,,,
0714 10 00,Manioc (cassava),30,0/5,3,
0714 20 00,Sweet potatoes,30,0/5,3,
0714 30 00,Yams (Dioscorea spp.),30,0/5,3,
0714 40 00,Taro (Colocasia spp.),30,0/5,3,
0714 50 00,Yautia (Xanthosoma spp.),30,0/5,3,
0714 90 10,Sago pith,30,0/5,3,
0714 90 90,Other,30,0/5,3,
0801 11 00,Desiccated,70,5,7,85.85
0801 12 10,Fresh,70,0,7,77.0
0801 12 20,Dried,70,0,7,77.0
0801 12 90,Other,70,0,7,77.0
0801 19 10,Fresh,70,0,7,77.0
0801 19 20,Dried,70,0,7,77.0
0801 19 90,Other,70,0,7,77.0
0801 21 00,In shell,30,0,3,33.0
0801 22 00,Shelled,30,0/12,0,
0801 31 00,In shell,2.5,5,0.25,7.8875
0801 32 10,"Cashew kernel, broken",30,5,3,39.65
0801 32 20,"Cashew kernel, whole",30,5,3,39.65
0801 32 90,Other,30,5,3,39.65
0801 11 00,"Desiccated coconuts import Prohibited .However, import is free if CIF value is Rs. 150/- and above per Kilogram - 40-Ntfn/08.01.2020 - Desiccated Coconut below Rs 150 per kg Prohibited. Free Policy for Others Continues",,,,
0802 11 00,"In shell
[Notification rate is not applicable for import from US]",Rs.42/ kg,0/12,0,
0802 12 00,"Shelled
[Notification rate is not applicable for import from US]",Rs.120/ kg,0/12,0,
0802 21 00,In shell,30,0/12,1,
0802 22 00,Shelled,30,0/12,1,
0802 31 00,"In shell
[Notification rate is not applicable for import from US]",120,5,0,110.0
0802 32 00,Shelled,100,5,0,110.0
0802 41 00,In shell,30,0/5,3,
0802 42 00,Shelled,30,0/5,3,
0802 51 00,In shell,10,0/12,1,
0802 52 00,Shelled,10,0/12,1,
0802 61 00,In shell,30,0/12,3,
0802 62 00,Shelled,30,0/12,3,
0802 70 00,Kola nuts (Cola spp.),30,0/12,3,
0802 80 10,Whole,100,0/5,0,
0802 80 20,Split,100,0/5,0,
0802 80 30,Ground,100,0/5,0,
0802 80 90,Other,100,0/5,0,
0802 91 00,"Pine nuts, in shell",100,0/12,3,
0802 92 00,"Pine nuts, shelled",100,0/12,3,
0802 99 00,Other,100,0/12,3,
0802 11 00,"All goods
[SNo(24A) in Ntfn 50-Customs/ 2017 dated 30.06.2017] ",,,,
0802 11 00,"1All goods originating in or exported from the United States of America
[SNo(24AA) in Ntfn 50-Customs/ 2017 dated 30.06.2017 - Entry inserted by 17/15.06.2019] ",,,,
0802 12 00,"All goods
[SNo(24B) in Ntfn 50-Customs/ 2017 dated 30.06.2017] ",,,,
0802 12 00,2Effective Duty on US: Exemption by Sno. 24B of Ntfn 50/30.06.2017 is not applicable on Imports from US. Schedule Rate of duty is applicable.,,,,
0802 31 00,"All goods
[SNo(26A) in Ntfn 50-Customs/ 2017 dated 30.06.2017] ",,,,
0802 99 00,"Pecan Nuts
[SNo(26B) in Ntfn 50-Customs/ 2017 dated 30.06.2017 as inserted by 02/01.02.2023]
",,,,
0802 31 00,3Effective Duty on US: Exemption by Sno. 26A of Ntfn 50/30.06.2017 is not applicable on imports from US. Schedule Rate of Rate of duty is applicable.,,,,
0803 10 10,Curry plantain,30,0,3,33.0
0803 10 90,Other,30,0,3,33.0
0803 90 10,"Bananas, fresh",30,0,3,33.0
0803 90 90,Other,30,0,3,33.0
0804 10 10,Fresh (excluding wet dates),30,0,3,33.0
0804 10 20,Soft (khayzur or wet dates),20,0/12,2,
0804 10 30,Hard (chhohara or kharek),20,0/12,2,
0804 10 90,Other,30,0/12,3,
0804 20 10,Fresh,30,0,3,33.0
0804 20 90,Other,30,0/12,3,
0804 30 00,Pineapples,30,0/12,3,
0804 40 00,Avocados,30,0/12,3,
0804 50 10,"Guavas, fresh or dried",30,0/12,3,
0804 50 21,Alphonso (Hapus),30,0,3,33.0
